sample	r1	r2
ERR12670135	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/035/ERR12670135/ERR12670135_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/035/ERR12670135/ERR12670135_2.fastq.gz
ERR12670136	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670136/ERR12670136_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670136/ERR12670136_2.fastq.gz
ERR12670141	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670141/ERR12670141_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670141/ERR12670141_2.fastq.gz
ERR12670142	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12670142/ERR12670142_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12670142/ERR12670142_2.fastq.gz
ERR12670143	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12670143/ERR12670143_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12670143/ERR12670143_2.fastq.gz
ERR12670144	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/044/ERR12670144/ERR12670144_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/044/ERR12670144/ERR12670144_2.fastq.gz
ERR12670145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/045/ERR12670145/ERR12670145_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/045/ERR12670145/ERR12670145_2.fastq.gz
ERR12670147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/047/ERR12670147/ERR12670147_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/047/ERR12670147/ERR12670147_2.fastq.gz
ERR12670151	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670151/ERR12670151_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670151/ERR12670151_2.fastq.gz
ERR12670156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/056/ERR12670156/ERR12670156_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/056/ERR12670156/ERR12670156_2.fastq.gz
ERR12670159	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12670159/ERR12670159_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12670159/ERR12670159_2.fastq.gz
ERR12670164	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/064/ERR12670164/ERR12670164_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/064/ERR12670164/ERR12670164_2.fastq.gz
ERR12670165	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/065/ERR12670165/ERR12670165_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/065/ERR12670165/ERR12670165_2.fastq.gz
ERR12670166	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/066/ERR12670166/ERR12670166_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/066/ERR12670166/ERR12670166_2.fastq.gz
ERR12670167	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/067/ERR12670167/ERR12670167_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/067/ERR12670167/ERR12670167_2.fastq.gz
ERR12670176	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12670176/ERR12670176_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12670176/ERR12670176_2.fastq.gz
ERR12670178	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12670178/ERR12670178_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12670178/ERR12670178_2.fastq.gz
ERR12670184	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/084/ERR12670184/ERR12670184_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/084/ERR12670184/ERR12670184_2.fastq.gz
ERR12670185	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12670185/ERR12670185_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12670185/ERR12670185_2.fastq.gz
ERR12670189	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12670189/ERR12670189_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12670189/ERR12670189_2.fastq.gz
ERR12670192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/092/ERR12670192/ERR12670192_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/092/ERR12670192/ERR12670192_2.fastq.gz
ERR12670194	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/094/ERR12670194/ERR12670194_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/094/ERR12670194/ERR12670194_2.fastq.gz
ERR12670195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/095/ERR12670195/ERR12670195_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/095/ERR12670195/ERR12670195_2.fastq.gz
ERR12670196	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/096/ERR12670196/ERR12670196_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/096/ERR12670196/ERR12670196_2.fastq.gz
ERR12670200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR12670200/ERR12670200_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR12670200/ERR12670200_2.fastq.gz
ERR12670202	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR12670202/ERR12670202_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR12670202/ERR12670202_2.fastq.gz
ERR12670205	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670205/ERR12670205_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670205/ERR12670205_2.fastq.gz
ERR12670215	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670215/ERR12670215_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/015/ERR12670215/ERR12670215_2.fastq.gz
ERR12670216	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/016/ERR12670216/ERR12670216_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/016/ERR12670216/ERR12670216_2.fastq.gz
ERR12670218	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/018/ERR12670218/ERR12670218_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/018/ERR12670218/ERR12670218_2.fastq.gz
ERR12670221	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/021/ERR12670221/ERR12670221_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/021/ERR12670221/ERR12670221_2.fastq.gz
ERR12670225	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/025/ERR12670225/ERR12670225_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/025/ERR12670225/ERR12670225_2.fastq.gz
ERR12670226	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/026/ERR12670226/ERR12670226_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/026/ERR12670226/ERR12670226_2.fastq.gz
ERR12670228	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/028/ERR12670228/ERR12670228_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/028/ERR12670228/ERR12670228_2.fastq.gz
ERR12670229	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/029/ERR12670229/ERR12670229_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/029/ERR12670229/ERR12670229_2.fastq.gz
ERR12670241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670241/ERR12670241_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670241/ERR12670241_2.fastq.gz
ERR12670242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12670242/ERR12670242_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12670242/ERR12670242_2.fastq.gz
ERR12670243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12670243/ERR12670243_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12670243/ERR12670243_2.fastq.gz
ERR12670250	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/050/ERR12670250/ERR12670250_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/050/ERR12670250/ERR12670250_2.fastq.gz
ERR12670251	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670251/ERR12670251_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670251/ERR12670251_2.fastq.gz
ERR12670252	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670252/ERR12670252_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670252/ERR12670252_2.fastq.gz
ERR12670257	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12670257/ERR12670257_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12670257/ERR12670257_2.fastq.gz
ERR12670258	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/058/ERR12670258/ERR12670258_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/058/ERR12670258/ERR12670258_2.fastq.gz
ERR12670262	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/062/ERR12670262/ERR12670262_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/062/ERR12670262/ERR12670262_2.fastq.gz
ERR12670269	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12670269/ERR12670269_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12670269/ERR12670269_2.fastq.gz
ERR12670271	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670271/ERR12670271_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670271/ERR12670271_2.fastq.gz
ERR12670273	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12670273/ERR12670273_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12670273/ERR12670273_2.fastq.gz
ERR12670274	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670274/ERR12670274_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670274/ERR12670274_2.fastq.gz
ERR12670275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670275/ERR12670275_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670275/ERR12670275_2.fastq.gz
ERR12670277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12670277/ERR12670277_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12670277/ERR12670277_2.fastq.gz
ERR12670278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12670278/ERR12670278_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12670278/ERR12670278_2.fastq.gz
ERR12670281	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/081/ERR12670281/ERR12670281_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/081/ERR12670281/ERR12670281_2.fastq.gz
ERR12670283	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/083/ERR12670283/ERR12670283_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/083/ERR12670283/ERR12670283_2.fastq.gz
ERR12670285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12670285/ERR12670285_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12670285/ERR12670285_2.fastq.gz
ERR12670286	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670286/ERR12670286_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670286/ERR12670286_2.fastq.gz
ERR12670287	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/087/ERR12670287/ERR12670287_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/087/ERR12670287/ERR12670287_2.fastq.gz
ERR12670290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/090/ERR12670290/ERR12670290_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/090/ERR12670290/ERR12670290_2.fastq.gz
ERR12670292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/092/ERR12670292/ERR12670292_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/092/ERR12670292/ERR12670292_2.fastq.gz
ERR12670293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/093/ERR12670293/ERR12670293_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/093/ERR12670293/ERR12670293_2.fastq.gz
ERR12670294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/094/ERR12670294/ERR12670294_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/094/ERR12670294/ERR12670294_2.fastq.gz
ERR12670295	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/095/ERR12670295/ERR12670295_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/095/ERR12670295/ERR12670295_2.fastq.gz
ERR12670299	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/099/ERR12670299/ERR12670299_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/099/ERR12670299/ERR12670299_2.fastq.gz
ERR12670302	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR12670302/ERR12670302_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/002/ERR12670302/ERR12670302_2.fastq.gz
ERR12670303	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR12670303/ERR12670303_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR12670303/ERR12670303_2.fastq.gz
ERR12670306	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR12670306/ERR12670306_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR12670306/ERR12670306_2.fastq.gz
ERR12670311	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670311/ERR12670311_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670311/ERR12670311_2.fastq.gz
ERR12670312	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670312/ERR12670312_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670312/ERR12670312_2.fastq.gz
ERR12670313	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/013/ERR12670313/ERR12670313_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/013/ERR12670313/ERR12670313_2.fastq.gz
ERR12670314	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670314/ERR12670314_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/014/ERR12670314/ERR12670314_2.fastq.gz
ERR12670316	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/016/ERR12670316/ERR12670316_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/016/ERR12670316/ERR12670316_2.fastq.gz
ERR12670317	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670317/ERR12670317_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670317/ERR12670317_2.fastq.gz
ERR12670321	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/021/ERR12670321/ERR12670321_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/021/ERR12670321/ERR12670321_2.fastq.gz
ERR12670327	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/027/ERR12670327/ERR12670327_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/027/ERR12670327/ERR12670327_2.fastq.gz
ERR12670328	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/028/ERR12670328/ERR12670328_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/028/ERR12670328/ERR12670328_2.fastq.gz
ERR12670330	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/030/ERR12670330/ERR12670330_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/030/ERR12670330/ERR12670330_2.fastq.gz
ERR12670331	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/031/ERR12670331/ERR12670331_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/031/ERR12670331/ERR12670331_2.fastq.gz
ERR12670332	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/032/ERR12670332/ERR12670332_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/032/ERR12670332/ERR12670332_2.fastq.gz
ERR12670334	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/034/ERR12670334/ERR12670334_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/034/ERR12670334/ERR12670334_2.fastq.gz
ERR12670341	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670341/ERR12670341_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670341/ERR12670341_2.fastq.gz
ERR12670346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/046/ERR12670346/ERR12670346_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/046/ERR12670346/ERR12670346_2.fastq.gz
ERR12670351	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670351/ERR12670351_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12670351/ERR12670351_2.fastq.gz
ERR12670352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670352/ERR12670352_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12670352/ERR12670352_2.fastq.gz
ERR12670361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/061/ERR12670361/ERR12670361_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/061/ERR12670361/ERR12670361_2.fastq.gz
ERR12670362	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/062/ERR12670362/ERR12670362_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/062/ERR12670362/ERR12670362_2.fastq.gz
ERR12670364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/064/ERR12670364/ERR12670364_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/064/ERR12670364/ERR12670364_2.fastq.gz
ERR12670369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12670369/ERR12670369_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12670369/ERR12670369_2.fastq.gz
ERR12670370	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12670370/ERR12670370_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12670370/ERR12670370_2.fastq.gz
ERR12670371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670371/ERR12670371_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12670371/ERR12670371_2.fastq.gz
ERR12670372	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12670372/ERR12670372_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12670372/ERR12670372_2.fastq.gz
ERR12670374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670374/ERR12670374_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12670374/ERR12670374_2.fastq.gz
ERR12670375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670375/ERR12670375_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12670375/ERR12670375_2.fastq.gz
ERR12670378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12670378/ERR12670378_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12670378/ERR12670378_2.fastq.gz
ERR12670385	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12670385/ERR12670385_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12670385/ERR12670385_2.fastq.gz
ERR12670386	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670386/ERR12670386_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12670386/ERR12670386_2.fastq.gz
ERR12670389	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12670389/ERR12670389_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12670389/ERR12670389_2.fastq.gz
ERR12670390	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/090/ERR12670390/ERR12670390_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/090/ERR12670390/ERR12670390_2.fastq.gz
ERR12670398	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/098/ERR12670398/ERR12670398_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/098/ERR12670398/ERR12670398_2.fastq.gz
ERR12670400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR12670400/ERR12670400_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/000/ERR12670400/ERR12670400_2.fastq.gz
ERR12670401	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR12670401/ERR12670401_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/001/ERR12670401/ERR12670401_2.fastq.gz
ERR12670403	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR12670403/ERR12670403_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/003/ERR12670403/ERR12670403_2.fastq.gz
ERR12670405	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670405/ERR12670405_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/005/ERR12670405/ERR12670405_2.fastq.gz
ERR12670406	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR12670406/ERR12670406_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/006/ERR12670406/ERR12670406_2.fastq.gz
ERR12670409	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR12670409/ERR12670409_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/009/ERR12670409/ERR12670409_2.fastq.gz
ERR12670411	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670411/ERR12670411_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/011/ERR12670411/ERR12670411_2.fastq.gz
ERR12670412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670412/ERR12670412_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/012/ERR12670412/ERR12670412_2.fastq.gz
ERR12670417	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670417/ERR12670417_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/017/ERR12670417/ERR12670417_2.fastq.gz
ERR12670418	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/018/ERR12670418/ERR12670418_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/018/ERR12670418/ERR12670418_2.fastq.gz
ERR12670420	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/020/ERR12670420/ERR12670420_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/020/ERR12670420/ERR12670420_2.fastq.gz
ERR12670422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/022/ERR12670422/ERR12670422_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/022/ERR12670422/ERR12670422_2.fastq.gz
ERR12670424	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/024/ERR12670424/ERR12670424_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/024/ERR12670424/ERR12670424_2.fastq.gz
ERR12670425	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/025/ERR12670425/ERR12670425_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/025/ERR12670425/ERR12670425_2.fastq.gz
ERR12670433	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670433/ERR12670433_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12670433/ERR12670433_2.fastq.gz
ERR12670435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/035/ERR12670435/ERR12670435_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/035/ERR12670435/ERR12670435_2.fastq.gz
ERR12670436	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670436/ERR12670436_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12670436/ERR12670436_2.fastq.gz
ERR12670439	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670439/ERR12670439_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12670439/ERR12670439_2.fastq.gz
ERR12670440	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12670440/ERR12670440_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12670440/ERR12670440_2.fastq.gz
ERR12670441	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670441/ERR12670441_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12670441/ERR12670441_2.fastq.gz
ERR12670442	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12670442/ERR12670442_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12670442/ERR12670442_2.fastq.gz
ERR12670449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670449/ERR12670449_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12670449/ERR12670449_2.fastq.gz
